ID,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two),reviews_list,menu_item,listed_in(type),listed_in(city)
165,"Opposite Beijing bites, 134, 17th Main Rd, KHB Colony, 5th block, Koramangala, Bengaluru-560095",MAHE Global Kitchen,Yes,Yes,4.6/5,248,8197624888,Koramangala,Casual Dining,"Sushi, Veg Dim Sum, Malaysian Flat Noodles",Italian,1400,"It's one of the finest restaurants I've been to, overall, in Bangalore. The ambience is soothing with soft lighting, but not dull. Among the dishes we had, the sushi and the stroganoff were amazing.",[],Cafe,Koramangala
166,"No.30, Ground flor, 1st cross, Sampige Rd, Malleshwaram, Bengaluru-560003",Kamat Veg Restaurant - Malleshwaram,Yes,No,3.6/5,499,9686114027,Malleshwaram,Casual Dining,"Jolada Roti Meals, Thali, Kotte Kadubu",South Indian,250,"Food is delicious. Staffs are kind and good. Neat, clean, Hygienic place. Must try all items in the menu. My favourite place.",[],Hotel,Malleshwaram
167,"55, 32nd Cross, Road, 5, 13th Main Rd, 4th T Block East, Jayanagar, Bengaluru-560011",Caramelts Cafe & Charcoal,Yes,No,4.2/5,728,8026544799,Jayanagar,Casual Dining,"Veg buffet, Desserts","Italian, Indian",600,Super amazing spread of starters. We ordered only starters and each one was tastier and relishing than the other. Super quality ingredients and super friendly staff sets this place apart.,[],Restaurant,Jayanagar
168,"183, Margosa Rd, Malleshwaram, Bengaluru-560003",Veena Stores,Yes,No,4.3/5,18347,8023344838,Malleshwaram,Self service,"Shavige, Idly, Vada, Sweet Pongal",South Indian,200,"First thing, this place doesn't serve dosae at all. Although a very small place, they function at a different efficiency level. Hot piping food every time you order an idly or Vada. Chutney is superb with right amount of spiciness.",[],Hotel,Malleshwaram
169,"Shop No. 732, 16th Cross, 37th F Cross, 16th Main, 4th T Block East, Jayanagar, Bengaluru-560041",Chats Adda,No,No,4.2/5,924,9900143994,Jayanagar,Self service,"Floating pani puri, Garlic bhel, Boti masala",Indian Street Food,200,An above average chat price that has a wide range of chat items. The chats were just above average and nothing special about them. At the same time wouldn't consider it as a mistake to visit.,[],Street Stalls,Jayanagar
170,"Central Tiffin Room, Malleshwaram, Bengaluru-560003",Central Tiffin Room (CTR),Yes,No,4.4/5,32184,8023317531,Malleshwaram,Casual Dining,"Benne Masala Dosa, Filter coffee, Rava Idli",South Indian,200,This restaurant is near Margosa road in Malleshwaram. A small eating place with a old world charm. There is always a rush of people in the evenings waiting to take the seats and enjoy the food.,[],Hotel,Malleshwaram
171,"686, 3rd Cross Rd, Hosahalli Extension, Stage 1, Vijayanagar, Bengaluru-560040",Janatha Upahara,No,No,4.4/5,34,null,Vijayanagar,Self service,"Masala Dosa, Kaali Dosa, Poori, Palav",South Indian,200,"36 year old place. Lovely masala dosa, beautifully roasted. For just 45 rs. Kesaribath, Puri Sagu, Vade dip, all good!",[],Hotel,Vijayanagar
172,"Maratt Estate, JP Nagar Rd, opposite Shell Petrol Pump, Dollar Layout, Phase 4, JP Nagar, Bengaluru-560076",Thelagram,Yes,No,4.9/5,78,null,JP Nagar,Casual Dining,"Ghee Rice, Hara bhara Kebab",North Indian,800,Absolutely loved the food at this Indian restaurant! The flavours were authentic and the dishes were cooked to perfection.,[],Cafe,JP Nagar
173,"135, 1st cross, Near Jyothi Nivas College, above RBL bank, KHB Colony, 5th block, Koramangala, Bengaluru-5600095",Jalandhar Street,No,No,4.5/5,6263,9035067146,Koramangala,Casual Dining,"Veg buffet thali, Soup, Pani puri",North Indian,1000,"I had a pleasure of experiencing the vegetarian buffet at Jalandhar street, even as a non-vegetarian, I was thoroughly impressed.",[],Restaurant,Koramangala
174,"88, Avalahalli Kanakapura Rd, Near The Tamarind tree, Royal PArk Residency Layout 2, JP Nagar 9th Phase, J.P. Nagar, Bengaluru-560108",Sasive: Exclusively South Indian Restaurant,Yes,Yes,4.1/5,118,9035793262,JP Nagar,Casual Dining,"Sabudana Vada, Neer dose",Indian,800,"One of the most beautiful restaurant I've visited so far. Food, service, ambience is top notch. Perfect place for family outing. Must try their neer dose and ghee roast!",[],Restaurant,JP Nagar
175,"23rd cross Rd, Beside Print360, Banashankari II Stage, Bengaluru-560070",Coffee Chemistry,No,No,4.2/5,96,null,Banashankari,Casual Dining,"Hot Chocolate Croissant, American Wheel Croisant",Ice Creams and Beverages,800,Very creative yet fresh and aromatic food. Very unique cafe suitable for cool catch up with friends and also an amazing family time.,[],Cafe,Banashankari
176,"S.T Peters Pontificial Seminary, 61, 18th Cross Rd, Malleshwaram, Bengaluru-560055",Bun World,Yes,No,4.2/5,2860,8023314456,Malleshwaram,Self service,"Sandwiches, Bread, Cakes",Indian Street Food,300,"Bun World is a small, unassuming eatery that serves up some of the best egg-based and paneer  cheese sandwiches in Bangalore, They also serve a variety of other bakery items, such as burgers, pizzas, rusk, cakes and pastries.",[],Bakery,Malleshwaram
177,"22nd Main Rd, Siddanna Layout, Banashankari II Stage, Bengaluru-560070",Banarasiya Cafe,No,No,4.2/5,173,null,Banashankari,Self service,"Rasmalai, Chole samosa chaat, Paratha",North Indian,200,"Banarasiya Cafe is a true gem! From the moment you step in, the ambience transports you to the heart of Banaras. The diverse menu, rich in traditional flavors, is a testament to their commitment to authenticity.",[],Cafe,Banashankari
178,"Malleshwaram 11th cross, Vyalikaval, Palace Guttahalli, Bengaluru-560003",Surya Refreshments,No,No,4.4/5,530,null,Malleshwaram,Self service,"Ghee Masala Dosa, Carrot Halva, Curd Vada",South Indian,200,The best breakfast place in Malleshwaram and pocket friendly too.,[],Hotel,Malleshwaram
179,"17th Cross Rd, Malleshwaram, Bengaluru-560003",Sri Rajarajeshwari Iyer Mess (New),Yes,Yes,4.2/5,1437,8317447074,Malleshwaram,Self service,"Masala Vada, Meals",South Indian,200,"When you miss the home cook food, you can definitely crash at this place. Good food and good service. Food is served in banana leaf. You can choose the meal with or without chapathi and pay accordingly. Unlimited food at approx 100rs per meal.",[],Hotel,Malleshwaram
180,"25/4, Ground floor, 8th Cross Rd, K.R. Road, 7th Block, Jayanagar, Bengaluru-560070",The Kytchin,Yes,Yes,4.7/5,240,8904766942,Jayanagar,Casual Dining,"Noodles, Peri Peri Fries, Cajun Potatoes",Chinese,500,"Awesome place for the starters, healthy yum pizzas and rice bowls. Backed by an expert in Hotel management person, it si a great palce to visit.",[],Cafe,Jayanagar
181,"18th Cross Rd, Malleshwaram, Bengaluru-560003",The Indian Street Food (Parota Point),No,No,4.1/5,2120,8023346483,Malleshwaram,Self service,"Parota Chana Chutney, Channa curry",Indian,200,Like the name suggests Parota was yum. Not like other restaurants where they make bulk parotas and serve. Here it will be served hot. Price is very reasonable. Good restaurant for South Indian and Kerala Parotas.,[],Restaurant,Malleshwaram
182,"No.501, Ground floor, Lakke Gowda Mansion, Sampige Road, 3rd Cross Rd, Malleshwaram, Bengaluru-560003",Namaste ,Yes,No,4.2/5,211,null,Malleshwaram,Self service,"Ghee Podi Thatte Idli, Filter coffee, Curd rice",South Indian,200,So visited this small eatery and tried their masala dose it costed around 40 rs I would say it was really good with the taste! And tried their veg biryani costed 80rs the quantity was good but the taste was not upto the mark but can try once!,[],Restaurant,Malleshwaram
183,"24, 5th Cross Rd, Near Khadim's, KHB block Koramangala, 5th block, Koramangala, Bengaluru-560095",Koko Scoop Ice Cream Koramangala,Yes,No,4.4/5,124,null,Koramangala,Casual Dining,"Coconut Shell Ice cream, Coconut water, Tender coconut Ice cream",Ice Creams and Beverages,200,"Delicious tender coconut and mango ice cream, with chunks of fruits..it really captures the flavour. Neat place, good experience.",[],Cafe,Koramangala
184,"Opp to IDFC First bank ATM, Near Chandrodaya theatre",Sri Banashankari Gobi Center,No,No,4.0/5,50,null,Banashankari,Self service,Gobi manchurian,Chinese,150,"Amazing taste, with perfect masala and not so spicy, must try.",[],Street Stalls,Banashankari
185,"1525/58, 28th Main, opposite BigMishra, S End B Cross Rd, Jayanagara 9th block, Bengaluru-560069",Rise Up Coffee Shop,Yes,No,5.0/5,102,null,Jayanagar,Self service,Coffee,Ice Creams and Beverages,100,The coffee you get here is really good. You get a lot of different flavours of coffee which is really unique. I personally love the hazelnut and blueberry cold coffee and I highly recommend you to try it.,[],Cafe,Jayanagar
186,"18, 4th Main Rd, Mahaganapathi Nagar, 6th phase, Rajajinagar, Bengaluru-560079",Ajji Hotel,No,No,4.4/5,304,null,Rajajinagar,Self service,"Idly and Spicy Chutney, Chitranna, Bonda",South Indian,150,"Place is known for their spicy chutney and bonda. Being huge idli and chutney fan, this wasn't a surprise. Chutney is spicy and thats it. Chitranna was light and went along with bonda.",[],Hotel,Rajajinagar
187,"124, Krishna Garden Rd, Pattanagere, Rajarajeshwari Nagar, Bengaluru-560098",Sanjeevini Adda - RR Nagar Krishna Garden,Yes,No,4.8/5,154,8123683886,RR Nagar,Self service,"Creamy Chips, Kabeb Cutlet",Indian Street Food,200,"Very unique dishes can be found here. Great menu, tasty food, value for money ; Highly recommended for vegetarian here, snacks and food taste was awesome and very hygienic.",[],Street Stalls,RR Nagar
188,"7th Main rd, 4th block, Jayanagar, Bengaluru-560011 ",Nagpal's Chole Bhature,Yes,No,4.3/5,36,6360727450,Jayanagar,Casual Dining,"Lassi, Chole Bhatura",North Indian,200,I was super excited to hear my favourite chole Bhature brand is coming to Bangalore..I went n tried..it's really awesome..same as I used to have in Delhi.,[],Restaurant,Jayanagar
189,"SK Complex, 34/1, Dr. Vishnuvardhan Rd, Channasandra, Rajarajeshwari Nagar, Bengaluru-560098",JUS GRABS RR Nagar,No,No,4.4/5,9,6360455933,RR Nagar,Self service,"Milkshakes, Sandwiches",Indian Street Food,200,Great food. Genuine prices and worth it. Tries the paneer sandwich. Good to hangout with mates! ; Budget friendly ccafe..Special for students with amazing taste n beter quality fod.,[],Cafe,RR Nagar
190,"Bhattara Bhojana 11 & 12 Srinivas Nagar, 2nd Phase Katriguppe, BSK 3rd Phase Next Airtel Office towards, Mysore Bank Colony, Bengaluru-560050",Bhattara Bhojana,Yes,No,4.0/5,1779,9741858158,Banashankari,Casual Dining,Veg meals,South Indian,100,A decent mess. Food quality is a little above average. A small place which can accomodate about 20 to 30 customers at a time. A good option in meals. Rs. 100/- Regular Plantain leaf meals.,[],Hotel,Banashankari
191,"313, 24th Main Rd, JP Nagar 6th Phase, KR Layout, JP Nagar Phase 6, J.P. Nagar, Bengaluru-560078",Tambuli Mane,Yes,No,4.8/5,45,null,JP Nagar,Self service,Tambuli,South Indian,300,It's an honest review from my side. It's in best drink to detoxify the body by drinking this healthy food and drink. I just love it. I recommend you all to visit to stay healthy and it is made up of all natural ingredients. Thank you.,[],Restaurant,JP Nagar
192,"Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru-560070",Shakespert,Yes,No,4.4/5,454,null,Banashankari,Self service,"Shakes, Ice cream",Ice Creams and Beverages,300,"Honestly this place is so underrated. They have the best ice cream shakes ever. My favourite here is the ninth wicket!Prices are reasonable when compared to those frozen bottle, Kenteers and others, and yet have a better  quality and taste.",[],Cafe,Banashankari
193,"3055-A, Mahakavi Kuvempu Rd, Maruthi Extension, Ramamohanapuram, Rajajinagar, Bengaluru-560021",Shree Mookambike Dose Camp,No,No,4.0/5,50,null,Rajajinagar,Self service,"Pulav, Idli, Poori",South Indian,100,Breakfast at just Rs. 20/- amazing food at a affordable price.,[],Hotel,Rajajinagar
194,"Rajat Towers II, 35-29/2, 11th Main Rd, TMC Layout, 5th Block, Jayanagar, Bengaluru-560041",Tovo Jayanagar,Yes,No,4.5/5,1006,6362032961,Jayanagar,Casual Dining,"Chicken wings, Infused Griled chicken",Indian,1000,"The establishment proves to be an excellent choice for aficionados of poultry cuisine. The chicken flavors are exceptional, and the sauces are notably delectable. ",[],Restaurant,Jayanagar
195,"#90, Chandra layout Main Rd, KP Agrahara, Govindaraja Nagar Ward, Maruthi Nagar, Vijaynagar, Bengaluru-560040",Bengaluru Palak Dry Gobi,No,No,5.0/5,50,null,Vijayanagar,Self service,Palak dry gobi,Indian Street Food,100,"Amazing dry gobi served with green chutney and mayonaise, prepared with their secret ingredients.",[],Street Stalls,Vijayanagar
196,"12th Cross Rd, Rajarajeshwari Nagar, Rajajinagar, Bengaluru-560079",BubLee - RR Nagar,No,No,3.7/5,3,null,RR Nagar,Self service,"Sundaes, Boba drinks",Ice Creams and Beverages,400,"Undoubtedly one of the best boba drinks and sundaes, must try the Nutella sundae! Out of this world!",[],Cafe,RR Nagar
197,"01, BDA Complex, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru-560034",Happy Orange,Yes,No,4.5/5,166,null,Koramangala,Self service,"Sandwiches, Milkshakes, Momos",Indian Street Food,300,"Nice place for quick snack. Pocket friendly. Tried shakes, fries, sandwich and burger.",[],Cafe,Koramangala
198,"No.93, Technology Rd, Chikkegowdanpalya 3rd block, Banashankari 6th stage, Thurahalli, Bengaluru-560062",Range Dine In & Kitchen,Yes,No,4.0/5,180,7411700810,Banashankari,Casual Dining,"Onion rings, Tandoori chicken",Indian,500,Food is good. But washrooms are not hygenic and they don't even provide handwash. Atmosphere is good. Wait time 15-20 mins,[],Pub,Banashankari
199,"No.9, 2nd Floor, 9th cross, 30th Main Rd, Jeewan Sathi Colony, 1st Phase, J.P. Nagar, Bengaluru-560078",Food Mama,No,No,4.4/5,16,null,JP Nagar,Self service,"Veg BBQ Nachos, Sandwich",Indian Street Food,400,Nice place to have a short and quick snack.. Check out the combo offers as well.,[],Street Stalls,JP Nagar
200,"13, Near ING Vysya Bank,Kengal hanumantaih road Shantinagar ",Nagashrees,Yes,No,3.8/5,783,9341324184,Shanti Nagar,Casual Dining,Chicken varieties and Mutton varities ,Indian,700,A very old restaurant serving veg and Non veg foods in a traditioal way. Their ragi mudde and Non veg combinations are very delicious. Mutton biriyani is a must try dish with a budget friendly price.,[],Restaurant,Shanti Nagar
201,"119, 1'Main Road, next to society bus stop, Hoysala circle, KST Kengeri",Bruhat Benagluru Donne Biriyani,Yes,No,3.6/5,16,9448521930/7899866629,Kengeri,Casual Dining,Chicken and mutton biriyani,Indian,400,Biriyani tastes good and its budget friendly. Many offers are provided during weekends,[],Restaurant,Kengeri
202,"529, 60ft road behind BDA complex 3rd block, BDA layout 2nd stage Vijayanagar",Sri Manjunatha fruit salad,No,No,4.1/5,56,8183805915,Vijayanagar,Self-service,"Varity of sesonal fruit salads, Ice cream fruit salads,home made Jamoon fruit salads",Indian Street Food,80,Very budget friendly fruit salds are available. Tasty and so many options are available,[],Street Stalls,Vijayanagar
203,"746, 5th C main road PNS layout, HRBR Layout, Kalyan Nagar",GrannysOmlette,Yes,Yes,4.6/5,100,9148612666,Kalyan Nagar,Casual Dining,"Anda Ghotla, egg Kejriwal, crush omlette, chicken cheese omlette, egg omlette,  butter egg mughlai","Indian, Chinese",400,Lovely place to have a variety bites of yummy omlette. They serve it hot and fresh. This place is a perfect match for Egge-tarians. Found this place from Instagram and is definitely worth to try.,[],Restaurant,Kalyan Nagar
204,"Exact location: Hebbal , backside of Rabindranath Tagore Statue",Hebbal Egg rice food cart,No,No,4.9/5,32,9113286116,Hebbal,Self-service,"Egg rice, Egg Noodles, Gobi Manchrian, Chicekn kabab","Chinese, North Indian",150,Popular among local dinning spots. Budget friendly and variety of Indian Street Foods are available. Its healthier as they do Not use any tasting powder.,[],Street Stalls,Hebbal
205,"Kiosk-05, 2nd Floor food court, Vaishnavi sapphire, Metro station, center, Tumkur road beside Yeshwanthpur, Yeshwanthpur Industrial Area, Phase 1",DirtyDogs,Yes,No,4.7/5,238,nul,Yeshwanthpur,self service,"9 varities of Korean Corn dogs,  Frozen drink, dirty mojito, dirty ice cream",Korean,300,Amazing taste especially the dirty potato dogs just so delecate with the mozzarella cheese inside,[],Restaurant,Yeshwanthpur
206,"3J8Q+PFG, K Narayanapura Main rd, Shirdi sai nagar, JP Nagar",Oven loaf restaurant and bakers,Yes,Yes,4.6/5,41,nul,JP Nagar,Casual Dining,"Kerala foods, chicken Shawarma, Alfham chicken, Masala shawai, Thallassery kalyana biriyani ",Multi-Cuisine,350,Recently visited this place food and service is really good. We had Beef biriyani compared to other restaurants the meat was cooked well.,[],Restaurant,JP Nagar
207,"SY No 38, 38/5, Sarjapur - Marathahalli rd Agara Village , HSR Layout, Bengaluru",Animal bar,Yes,Yes,4.7/5,12,nul,HSR Layout,Casual Dining,"Nipatt masala, Kadle peri-peri, chicken kabab, chatpat Pakarwadi, chicken sheekh kabab, egg ghee roast, Love in the Air, walking on dream.",Continental,1000,"Food Menu starts from Rs.25 , Liquor starts from Rs.70. It has 12-5 Happy hours which has Buy1 get1 offer.  ",[],Restaurant,HSR Layout
